"Statistic Label","Year","Sex","Type of Procedure","Area","UNIT","VALUE"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Kilkenny","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Kerry","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Longford","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Louth","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Limerick","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Leitrim","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Laois","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Meath","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Monaghan","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Mayo","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Offaly","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Roscommon","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Sligo","Number","1"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Tipperary","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Waterford","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Wicklow","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Westmeath","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Co. Wexford","Number","0"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Non-residents","Number",""
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Ireland plus non-residents","Number","1"
"Median Length of Stay","2020","Female","Reduction of nasal fracture","Ireland","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Clare","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Cork","Number","0.5"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Cavan","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Carlow","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Donegal","Number","2"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Dublin","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Galway","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Kildare","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Kilkenny","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Kerry","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Longford","Number",""
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Louth","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Limerick","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Leitrim","Number","1.5"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Laois","Number","0.8"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Meath","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Monaghan","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Mayo","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Offaly","Number","0.5"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Roscommon","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Sligo","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Tipperary","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Waterford","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Wicklow","Number","0.5"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Westmeath","Number","0.5"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Co. Wexford","Number","0.8"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Non-residents","Number","3"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Ireland plus non-residents","Number","1"
"Median Length of Stay","2020","Female","Closed reduction of fracture of radius","Ireland","Number","1"
"Median Length of Stay","2020","Female","Hip replacement","Co. Clare","Number","8"
"Median Length of Stay","2020","Female","Hip replacement","Co. Cork","Number","5"
"Median Length of Stay","2020","Female","Hip replacement","Co. Cavan","Number","4"
"Median Length of Stay","2020","Female","Hip replacement","Co. Carlow","Number","3.5"
"Median Length of Stay","2020","Female","Hip replacement","Co. Donegal","Number","7"
"Median Length of Stay","2020","Female","Hip replacement","Co. Dublin","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Galway","Number","8"
"Median Length of Stay","2020","Female","Hip replacement","Co. Kildare","Number","5"
"Median Length of Stay","2020","Female","Hip replacement","Co. Kilkenny","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Kerry","Number","8"
"Median Length of Stay","2020","Female","Hip replacement","Co. Longford","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Louth","Number","7"
"Median Length of Stay","2020","Female","Hip replacement","Co. Limerick","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Leitrim","Number","5"
"Median Length of Stay","2020","Female","Hip replacement","Co. Laois","Number","8"
"Median Length of Stay","2020","Female","Hip replacement","Co. Meath","Number","5"
"Median Length of Stay","2020","Female","Hip replacement","Co. Monaghan","Number","7"
"Median Length of Stay","2020","Female","Hip replacement","Co. Mayo","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Offaly","Number","6.5"
"Median Length of Stay","2020","Female","Hip replacement","Co. Roscommon","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Sligo","Number","4"
"Median Length of Stay","2020","Female","Hip replacement","Co. Tipperary","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Waterford","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Co. Wicklow","Number","4"
"Median Length of Stay","2020","Female","Hip replacement","Co. Westmeath","Number","9"
"Median Length of Stay","2020","Female","Hip replacement","Co. Wexford","Number","4"
"Median Length of Stay","2020","Female","Hip replacement","Non-residents","Number","3.5"
"Median Length of Stay","2020","Female","Hip replacement","Ireland plus non-residents","Number","6"
"Median Length of Stay","2020","Female","Hip replacement","Ireland","Number","6"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Clare","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Cork","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Cavan","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Carlow","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Donegal","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Dublin","Number","2"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Galway","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Kildare","Number","12"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Kilkenny","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Kerry","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Longford","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Louth","Number","1.5"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Limerick","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Leitrim","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Laois","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Meath","Number","6"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Monaghan","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Mayo","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Offaly","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Roscommon","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Sligo","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Tipperary","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Waterford","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Wicklow","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Westmeath","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Co. Wexford","Number","1.5"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Non-residents","Number",""
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Ireland plus non-residents","Number","1"
"Median Length of Stay","2020","Female","Arthroscopy (all arthroscopic examinations of joints)","Ireland","Number","1"
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Clare","Number",""
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Cork","Number","0"
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Cavan","Number","0"
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Carlow","Number",""
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Donegal","Number",""
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Dublin","Number",""
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Galway","Number","0"
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Kildare","Number","0"
"Median Length of Stay","2020","Female","Arthroscopic excision of meniscus of knee","Co. Kilkenny","Number","0"
